Дата свершения транзакции;Идентификатор акции;Маркер контрольной группы;Идентификатор клиента;Идентификатор свершенной транзакции;Оборот по транзакции (рубли + бонусы);Оборот по транзакции (рубли);Сумма начисленных бонусов по транзакции
24.12.2019 17:14;Целевая 6% на Отток;false;219339576;106130729679;120;120,07;7,20
07.12.2019 15:31;Целевая 7% на Новых;false;260274055;104376585829;1 212;605,99;42,42
07.12.2019 11:32;Целевая 7% на Новых;false;213031460;104357840723;3 338;3 338,07;233,66
13.12.2019 23:16;Целевая 7% на Новых;false;214315904;105049970410;357;357,38;25,02
09.12.2019 12:13;Целевая 7% на Новых;false;250830333;104544345888;634;634,24;44,40
18.12.2019 13:04;Целевая 7% на Новых;false;233501045;105460082631;194;193,52;13,55
15.12.2019 13:42;Целевая 7% на Новых;false;212514515;105191346191;82;82,07;5,73
31.12.2019 12:37;Целевая 6% на Отток;false;213410999;106897648030;342;172,05;10,31
26.12.2019 18:20;Целевая 6% на Отток;false;213171805;106327114741;963;481,68;28,90
20.12.2019 15:41;Целевая 7% на Новых;false;213396511;105693647793;1 080;540,16;16,20
23.12.2019 12:44;Целевая 7% на Новых;false;230197786;105993815975;28;28,25;1,98
07.12.2019 16:44;Целевая 6% на Отток;false;219774563;104382312529;107;53,68;1,61
05.12.2019 12:32;Целевая 7% на Новых;false;239569993;104140844765;1 002;702,04;49,14
13.12.2019 13:22;Целевая 7% на Новых;false;213899897;104997860527;638;319,24;22,35
28.12.2019 17:16;Целевая 6% на Отток;false;213676865;106586656584;376;187,87;5,64
11.12.2019 11:14;Целевая 7% на Новых;false;234712883;104763078617;395;198,89;5,96
31.12.2019 15:09;Целевая 7% на Новых;false;213262892;106910347772;529;529,14;15,88
25.12.2019 19:10;Целевая 6% на Отток;false;213279882;106236742532;225;113,00;6,78
16.12.2019 10:34;Целевая 7% на Новых;false;238949528;105259589108;28;27,97;1,95
20.12.2019 10:52;Целевая 7% на Новых;false;212655320;105666893212;4 329;2 164,47;151,51
20.12.2019 16:29;Целевая 6% на Отток;false;224116366;105697962123;810;405,54;24,32
20.12.2019 13:51;Целевая 7% на Новых;false;211815074;105682970638;670;334,85;23,43
23.12.2019 17:26;Целевая 7% на Новых;false;203564847;106022714008;489;488,60;34,21
29.12.2019 17:18;Целевая 7% на Новых;false;219209441;106704205194;1 086;543,13;16,30
24.12.2019 11:04;Контрольная 7% на Новых;true;251980439;106101898765;1 131;565,63;16,96
29.12.2019 17:45;Контрольная 7% на Новых;true;236367419;106706596674;1 297;648,36;19,45
03.12.2019 17:01;Целевая 7% на Новых;false;213023175;103933795567;130;64,98;1,95
09.12.2019 17:20;Целевая 6% на Отток;false;231624690;104582650266;140;70,35;4,21
28.12.2019 10:34;Целевая 7% на Новых;false;216925165;106548772973;493;247,20;7,42
19.12.2019 11:45;Целевая 7% на Новых;false;213462440;105537511327;124;124,30;8,70
30.12.2019 10:59;Целевая 7% на Новых;false;213043436;106771351699;554;554,15;38,79
25.12.2019 11:58;Целевая 7% на Новых;false;213352601;106201322117;1 074;537,12;37,60
25.12.2019 16:50;Целевая 7% на Новых;false;213562667;106224784446;14 239;12 297,71;860,84
21.12.2019 17:45;Целевая 6% на Отток;false;230483639;105822179489;453;227,28;13,65
21.12.2019 18:59;Контрольная 7% на Новых;true;214038306;105828922622;248;248,45;7,46
10.12.2019 9:19;Целевая 7% на Новых;false;214840452;104665051691;7;7,06;0,49
09.12.2019 17:30;Целевая 7% на Новых;false;309467328;104583963269;426;214,14;14,99
11.12.2019 13:31;Целевая 7% на Новых;false;212597582;104772301030;3;2,83;0,20
06.12.2019 12:51;Целевая 7% на Новых;false;234073618;104234437675;428;214,99;15,06
19.12.2019 12:51;Целевая 6% на Отток;false;247721796;105542084603;225;224,60;13,48
30.12.2019 21:01;Целевая 7% на Новых;false;253791373;106818624819;55;55,09;3,86
27.12.2019 14:36;Контрольная 6% на Отток;true;213119705;106441594776;42;20,91;0,62
27.12.2019 13:02;Целевая 6% на Отток;false;228961374;106432015570;422;336,19;20,17
12.12.2019 16:05;Целевая 7% на Новых;false;251488845;104904040361;15;14,80;1,03
04.12.2019 13:33;Целевая 7% на Новых;false;222674703;104013430216;959;479,99;33,59
20.12.2019 11:51;Целевая 6% на Отток;false;220084710;105671745050;1 189;595,84;35,74
10.12.2019 15:13;Целевая 7% на Новых;false;213200752;104694525866;83;42,38;2,97
29.12.2019 17:24;Целевая 7% на Новых;false;212873503;106704735562;450;450,04;31,50
24.12.2019 11:20;Целевая 7% на Новых;false;268199876;106102736425;28;28,25;1,98
24.12.2019 10:08;Целевая 6% на Отток;false;214477848;106098284272;3 106;2 273,08;136,40
17.12.2019 10:10;Целевая 7% на Новых;false;248590010;105368164398;990;754,02;52,77
03.12.2019 10:53;Целевая 6% на Отток;false;214171457;103895756076;952;476,37;28,59
03.12.2019 15:00;Целевая 7% на Новых;false;219067076;103921623718;69;69,22;4,85
06.12.2019 16:31;Целевая 6% на Отток;false;214351860;104254460966;965;964,85;57,89
06.12.2019 17:23;Целевая 6% на Отток;false;213265918;104259547937;540;269,80;16,19
19.12.2019 8:11;Целевая 7% на Новых;false;214215502;105529725426;622;621,55;18,65
19.12.2019 14:16;Контрольная 6% на Отток;true;220443932;105548937718;204;204,26;6,13
26.12.2019 14:51;Целевая 7% на Новых;false;315354903;106306883778;705;353,14;10,59
25.12.2019 11:04;Целевая 7% на Новых;false;213455843;106197552217;169;85,46;5,99
16.12.2019 14:15;Контрольная 7% на Новых;true;236045699;105278145843;1 434;717,58;21,53
16.12.2019 15:35;Целевая 7% на Новых;false;245094737;105285733292;6;5,65;0,40
10.12.2019 17:24;Целевая 7% на Новых;false;218303583;104703845160;816;491,57;34,41
29.12.2019 12:35;Целевая 6% на Отток;false;214898685;106680261114;325;162,44;9,75
07.12.2019 12:28;Целевая 6% на Отток;false;215558549;104362007834;444;222,17;13,33
20.12.2019 9:13;Целевая 7% на Новых;false;213354475;105659673513;491;245,78;17,20
17.12.2019 19:04;Целевая 7% на Новых;false;212999834;105408678730;909;908,70;63,61
31.12.2019 9:12;Контрольная 7% на Новых;true;221785506;106880616756;2 859;1 455,07;43,65
06.12.2019 9:02;Целевая 7% на Новых;false;449778614;104217427296;42;42,38;2,97
19.12.2019 11:59;Целевая 6% на Отток;false;241527407;105538388055;786;523,21;31,39
26.12.2019 17:06;Целевая 6% на Отток;false;237711471;106320114503;529;264,43;7,94
14.12.2019 14:44;Целевая 6% на Отток;false;213427234;105116738074;97;97,47;5,85
27.12.2019 15:59;Целевая 6% на Отток;false;217313923;106449709802;37;36,83;2,20
27.12.2019 15:01;Контрольная 7% на Новых;true;217931702;106443796419;2 978;2 978,37;89,36
27.12.2019 17:52;Целевая 7% на Новых;false;214036021;106459972501;296;295,93;20,72
04.12.2019 9:37;Целевая 7% на Новых;false;212837493;103995692179;697;696,53;48,75
17.12.2019 8:22;Целевая 7% на Новых;false;215600638;105359712863;182;91,82;6,43
03.12.2019 13:52;Целевая 6% на Отток;false;214342352;103914230827;1 916;1 555,36;93,31
09.12.2019 19:49;Целевая 7% на Новых;false;218717864;104601378833;246;122,89;8,60
06.12.2019 13:43;Целевая 7% на Новых;false;304065296;104238891025;25;24,58;1,72
19.12.2019 11:18;Целевая 7% на Новых;false;244545324;105535865596;229;114,42;8,01
30.12.2019 14:49;Целевая 7% на Новых;false;212104742;106788561185;83;41,67;2,92
14.12.2019 22:56;Целевая 6% на Отток;false;251892149;105162346494;569;284,31;17,06
27.12.2019 19:33;Контрольная 6% на Отток;true;212456529;106470058617;41;40,96;1,23
12.12.2019 11:00;Целевая 7% на Новых;false;235125849;104873342183;832;416,70;29,17
20.12.2019 15:51;Целевая 6% на Отток;false;213281814;105694540400;2 418;1 724,28;103,46
23.12.2019 19:20;Целевая 7% на Новых;false;213233865;106033882229;126;125,72;8,80
02.01.2020 14:08;Целевая 7% на Новых;false;212991022;106986701771;429;215,84;15,10
05.12.2019 13:44;Контрольная 7% на Новых;true;213142792;104146472061;37;36,59;1,10
09.12.2019 8:59;Целевая 7% на Новых;false;212895803;104520568184;41;40,96;2,87
31.12.2019 9:31;Целевая 7% на Новых;false;213271227;106882052217;421;210,47;6,31
31.12.2019 14:45;Целевая 7% на Новых;false;253828673;106908868599;95;94,64;2,84
31.12.2019 0:59;Целевая 7% на Новых;false;213691089;106838850288;1 260;896,55;62,76
14.12.2019 11:07;Целевая 7% на Новых;false;214026605;105099880412;321;161,03;11,27
21.12.2019 18:16;Целевая 7% на Новых;false;237226783;105825230956;814;813,63;56,95
20.12.2019 15:02;Целевая 7% на Новых;false;260297062;105690102057;153;76,33;5,34
20.12.2019 13:52;Контрольная 7% на Новых;true;237507440;105683016408;733;733,12;21,99
23.12.2019 13:04;Целевая 6% на Отток;false;238854040;105995801335;390;195,50;11,72
23.12.2019 15:51;Контрольная 7% на Новых;true;220132594;106012841032;307;306,52;9,20
15.12.2019 15:40;Контрольная 7% на Новых;true;213306991;105201315223;559;279,69;8,39
31.12.2019 16:42;Целевая 7% на Новых;false;298257117;106918471286;154;153,97;10,78
06.12.2019 17:55;Целевая 7% на Новых;false;271072917;104262748604;273;273,33;8,21
26.12.2019 10:04;Целевая 7% на Новых;false;244203430;106285867524;38;38,14;2,67
29.12.2019 18:10;Целевая 6% на Отток;false;213265918;106708677944;311;155,38;4,66
17.12.2019 12:18;Целевая 7% на Новых;false;219854096;105375784921;775;546,66;38,27
17.12.2019 12:53;Целевая 7% на Новых;false;228437622;105377899538;706;360,20;25,21
22.12.2019 11:40;Целевая 7% на Новых;false;213781947;105882529454;473;472,92;33,10
13.12.2019 22:30;Целевая 7% на Новых;false;212712800;105046352286;223;223,33;15,62
09.12.2019 17:22;Целевая 7% на Новых;false;214204315;104582906202;271;136,59;9,56
25.12.2019 19:28;Целевая 7% на Новых;false;226235866;106238444106;2 173;1 086,61;76,07
12.12.2019 9:55;Целевая 7% на Новых;false;212720630;104873019302;225;161,03;4,83
29.12.2019 7:08;Целевая 6% на Отток;false;235881952;106661760849;614;613,95;36,84
02.01.2020 16:19;Целевая 7% на Новых;false;236607323;106988311376;664;333,36;10,00
13.12.2019 18:35;Целевая 7% на Новых;false;223543262;105025478293;250;250,02;17,50
03.12.2019 17:26;Целевая 7% на Новых;false;217225798;103936419259;352;351,73;24,62
15.12.2019 14:16;Целевая 7% на Новых;false;213749654;105194015439;203;102,62;7,19
06.12.2019 11:53;Целевая 7% на Новых;false;244611786;104228458467;5 776;2 888,68;202,21
26.12.2019 15:07;Целевая 6% на Отток;false;237980863;106308387911;12;12,33;0,73
30.12.2019 18:53;Целевая 6% на Отток;false;220368846;106808361923;619;309,35;9,28
04.12.2019 8:54;Целевая 6% на Отток;false;213152830;103993428876;2 070;1 035,60;62,12
24.12.2019 15:12;Целевая 6% на Отток;false;224427045;106120120280;1 971;987,38;59,24
13.12.2019 16:42;Целевая 6% на Отток;false;239704838;105015149052;918;460,13;27,60
13.12.2019 19:57;Целевая 7% на Новых;false;213125272;105032819715;980;980,31;68,62
13.12.2019 10:27;Целевая 6% на Отток;false;213871767;104986502905;350;175,16;10,51
15.12.2019 11:06;Целевая 7% на Новых;false;239989626;105182711005;1 428;714,05;21,43
31.12.2019 14:05;Целевая 6% на Отток;false;219591399;106905089387;875;437,89;26,27
19.12.2019 17:15;Целевая 7% на Новых;false;237420182;105565733083;192;192,11;13,45
30.12.2019 14:01;Целевая 6% на Отток;false;255288605;106784724982;391;196,32;11,78
30.12.2019 9:12;Целевая 7% на Новых;false;235299048;106765886577;97;97,47;6,82
14.12.2019 12:55;Целевая 6% на Отток;false;212670766;105106944409;23;22,60;0,68
27.12.2019 14:10;Контрольная 7% на Новых;true;212827926;106439042503;96;96,20;2,88
27.12.2019 11:53;Целевая 7% на Новых;false;249163738;106425209693;804;401,87;28,14
16.12.2019 10:05;Целевая 6% на Отток;false;220372137;105257897362;803;401,87;24,13
12.12.2019 14:38;Контрольная 7% на Новых;true;213013861;104895507198;955;500,04;15,00
20.12.2019 16:55;Целевая 6% на Отток;false;264977478;105700472630;192;137,02;4,11
29.12.2019 15:34;Целевая 7% на Новых;false;320265122;106695352235;724;723,93;50,68
29.12.2019 13:50;Целевая 6% на Отток;false;213204800;106686269073;422;374,33;22,46
24.12.2019 17:56;Целевая 7% на Новых;false;236079029;106134508668;360;179,96;12,60
24.12.2019 12:40;Целевая 6% на Отток;false;243348262;106107789490;27;26,84;1,61
06.12.2019 19:26;Целевая 7% на Новых;false;248410601;104272687850;27;26,84;1,88
26.12.2019 16:18;Целевая 7% на Новых;false;259784270;106315376676;185;185,04;12,95
25.12.2019 15:05;Контрольная 6% на Отток;true;213450097;106215753444;38;38,00;1,14
21.12.2019 13:15;Контрольная 7% на Новых;true;234948392;105798171156;873;436,48;13,09
16.12.2019 8:18;Целевая 7% на Новых;false;213176793;105255175995;352;352,08;10,57
10.12.2019 11:38;Целевая 7% на Новых;false;212868979;104675456723;1 086;543,83;38,07
24.12.2019 13:51;Целевая 7% на Новых;false;213376378;106113183173;2 927;2 857,60;85,73
13.12.2019 6:50;Целевая 7% на Новых;false;265699708;104978644659;331;165,27;4,96
18.12.2019 14:25;Целевая 7% на Новых;false;212644418;105466391069;100;100,29;3,01
26.12.2019 12:15;Целевая 7% на Новых;false;213145473;106292786178;322;322,06;22,54
25.12.2019 8:36;Целевая 7% на Новых;false;236385583;106190395575;31;31,08;2,18
25.12.2019 13:43;Целевая 7% на Новых;false;236864823;106209122217;2 797;1 398,57;41,95
27.12.2019 12:15;Целевая 7% на Новых;false;285499447;106427694822;140;139,84;9,79
16.12.2019 13:14;Целевая 7% на Новых;false;219923528;105272810348;1 947;973,75;68,16
20.12.2019 18:51;Целевая 6% на Отток;false;212930540;105711787539;125;62,72;3,76
20.12.2019 14:05;Целевая 6% на Отток;false;275889036;105684469609;1 788;894,26;26,82
02.01.2020 14:10;Целевая 7% на Новых;false;240179947;106986719648;1 194;597,51;41,83
13.12.2019 13:46;Целевая 7% на Новых;false;242002836;104999375953;1 098;548,99;38,44
09.12.2019 9:26;Целевая 7% на Новых;false;234293756;104523060241;162;162,44;11,37
31.12.2019 12:56;Целевая 7% на Новых;false;241533642;106899183115;705;353,14;24,72
06.12.2019 8:43;Целевая 6% на Отток;false;238181158;104216974092;3;2,97;0,17
06.12.2019 13:19;Целевая 7% на Новых;false;241900236;104236577184;396;395,52;27,69
19.12.2019 10:02;Целевая 7% на Новых;false;207374865;105532644534;924;463,18;32,43
30.12.2019 12:09;Целевая 7% на Новых;false;230330223;106776453681;133;67,10;4,70
21.12.2019 8:46;Контрольная 7% на Новых;true;213325685;105785386689;99;98,88;2,97
12.12.2019 9:42;Целевая 6% на Отток;false;269281704;104872441394;349;348,62;20,91
12.12.2019 17:50;Контрольная 7% на Новых;true;298182616;104913658625;158;79,95;2,40
11.12.2019 11:30;Целевая 7% на Новых;false;248930641;104764027582;1 977;1 695,69;118,70
25.12.2019 13:59;Целевая 7% на Новых;false;220865350;106210431817;2 208;1 322,15;92,55
25.12.2019 20:31;Целевая 6% на Отток;false;214116927;106243875040;987;494,39;29,66
04.12.2019 14:25;Целевая 6% на Отток;false;252026106;104019356122;671;434,78;26,08
04.12.2019 13:27;Целевая 7% на Новых;false;203049080;104012804738;1 044;1 043,88;73,07
08.12.2019 14:32;Целевая 7% на Новых;false;213198778;104457380312;182;91,82;6,43
02.01.2020 12:42;Целевая 7% на Новых;false;213074338;106985797620;220;220,22;15,43
02.01.2020 13:00;Целевая 7% на Новых;false;233569235;106986008238;1 793;896,97;62,79
22.12.2019 13:44;Контрольная 6% на Отток;true;265240728;105890847237;1 547;800,86;24,03
13.12.2019 14:03;Целевая 7% на Новых;false;213696805;105001291966;1 480;968,48;29,06
03.12.2019 13:52;Целевая 7% на Новых;false;213497690;103914198340;917;459,08;32,14
27.12.2019 12:47;Целевая 7% на Новых;false;252062949;106430545634;287;144,08;10,09
21.12.2019 13:41;Целевая 7% на Новых;false;276132276;105800528186;139;69,64;2,09
16.12.2019 17:55;Целевая 6% на Отток;false;220368846;105294808083;1 010;505,41;30,31
12.12.2019 10:08;Целевая 6% на Отток;false;228327108;104873717979;1 513;1 200,76;72,04
24.12.2019 14:31;Целевая 7% на Новых;false;213035590;106116598596;3;2,97;0,08
07.12.2019 20:29;Целевая 7% на Новых;false;251905962;104398654949;1 346;673,17;47,12
05.12.2019 8:02;Целевая 7% на Новых;false;220112581;104127347483;175;175,16;5,25
13.12.2019 8:24;Контрольная 6% на Отток;true;218200770;104982222417;615;308,69;9,27
13.12.2019 8:26;Целевая 7% на Новых;false;253603054;104982291895;14;14,13;0,99
09.12.2019 21:47;Целевая 7% на Новых;false;228341997;104615825626;352;177,28;5,33
28.12.2019 13:33;Целевая 6% на Отток;false;230193486;106564925736;196;196,35;11,78
11.12.2019 12:44;Целевая 7% на Новых;false;213032757;104768896316;134;134,19;9,39
15.12.2019 14:00;Целевая 7% на Новых;false;280567590;105192710901;127;127,27;8,90
19.12.2019 14:38;Целевая 7% на Новых;false;212976313;105551015124;1 036;518,41;15,55
27.12.2019 7:36;Целевая 7% на Новых;false;212925773;106408515391;118;60,32;4,22
12.12.2019 11:12;Целевая 7% на Новых;false;213094348;104878751950;180;179,86;12,59
29.12.2019 15:47;Целевая 7% на Новых;false;218717894;106696701931;479;240,13;7,20
07.12.2019 10:28;Целевая 7% на Новых;false;233904403;104353550803;462;231,66;16,22
17.12.2019 9:57;Целевая 6% на Отток;false;226962981;105367315397;229;228,83;6,87
13.12.2019 12:05;Целевая 7% на Новых;false;216796448;104992567599;38;38,14;2,67
09.12.2019 8:08;Целевая 7% на Новых;false;245729480;104516944538;7;7,06;0,49
09.12.2019 13:05;Целевая 7% на Новых;false;225225609;104549885383;148;148,32;10,38
09.12.2019 16:10;Контрольная 7% на Новых;true;231090011;104573515831;312;156,79;4,70
18.12.2019 15:54;Целевая 7% на Новых;false;304179930;105473524528;131;66,39;1,99
18.12.2019 12:13;Целевая 7% на Новых;false;213353552;105456699274;2 134;2 133,67;149,36
26.12.2019 18:39;Целевая 7% на Новых;false;212701505;106329267421;113;113,00;3,39
21.12.2019 15:07;Целевая 6% на Отток;false;207711107;105808295230;164;164,20;9,86
21.12.2019 23:45;Целевая 7% на Новых;false;234925201;105855924387;50;50,15;3,52
20.12.2019 14:19;Целевая 6% на Отток;false;213758871;105685864215;566;367,26;22,04
03.12.2019 18:40;Целевая 7% на Новых;false;254363368;103943420322;911;910,63;63,75
03.12.2019 13:25;Целевая 6% на Отток;false;237260422;103911385826;475;237,66;14,27
09.12.2019 12:15;Целевая 7% на Новых;false;247013891;104544271292;945;472,66;33,08
18.12.2019 13:13;Целевая 7% на Новых;false;245005538;105460697500;1 725;1 562,29;109,36
28.12.2019 12:17;Целевая 7% на Новых;false;228233251;106557774680;3 722;1 862,03;130,35
31.12.2019 16:06;Контрольная 7% на Новых;true;240947754;106915415049;870;435,91;13,08
06.12.2019 16:23;Целевая 7% на Новых;false;239200509;104254087676;294;293,53;20,54
30.12.2019 11:15;Целевая 7% на Новых;false;213082317;106772492424;1 509;754,52;52,82
30.12.2019 15:59;Целевая 7% на Новых;false;244229497;106794269587;52;52,26;3,66
25.12.2019 15:28;Целевая 7% на Новых;false;290994421;106217793605;162;161,60;11,31
14.12.2019 11:43;Целевая 6% на Отток;false;230254015;105101866213;940;470,17;28,22
10.12.2019 10:52;Контрольная 7% на Новых;true;213159281;104672177537;28;28,25;0,85
24.12.2019 9:10;Целевая 7% на Новых;false;239527094;106096527218;538;329,13;23,04
03.01.2020 17:05;Контрольная 7% на Новых;true;215117747;107021077130;2 243;2 152,73;64,58
13.12.2019 14:22;Контрольная 7% на Новых;true;213264367;105002961062;141;71,35;2,15
09.12.2019 17:41;Целевая 7% на Новых;false;238747885;104585348770;1 143;597,51;41,83
11.12.2019 12:58;Целевая 7% на Новых;false;213806067;104769759879;2 257;1 128,63;79,00
06.12.2019 10:49;Контрольная 7% на Новых;true;308920917;104223215463;164;163,86;4,92
16.12.2019 15:20;Контрольная 6% на Отток;true;307706371;105284194637;98;97,75;2,94
12.12.2019 13:59;Целевая 7% на Новых;false;221431009;104891833727;110;55,09;3,86
10.12.2019 11:02;Целевая 7% на Новых;false;249959325;104672628467;262;131,37;9,20
29.12.2019 18:14;Целевая 7% на Новых;false;213425539;106709075772;163;81,43;5,71
03.01.2020 14:23;Целевая 7% на Новых;false;213006059;107006158299;1 305;652,60;45,68
09.12.2019 17:59;Целевая 7% на Новых;false;251590132;104587492603;307;153,42;10,74
11.12.2019 10:35;Целевая 7% на Новых;false;217205885;104760998425;4 103;3 783,59;264,85
31.12.2019 11:04;Целевая 6% на Отток;false;213215318;106889647426;107;107,35;6,44
26.12.2019 11:33;Контрольная 7% на Новых;true;239593925;106289794947;83;42,38;1,27
25.12.2019 11:08;Целевая 7% на Новых;false;253461284;106197899386;2 548;1 274,15;89,19
08.12.2019 22:04;Контрольная 7% на Новых;true;213320513;104488209110;83;83,34;2,50
28.12.2019 15:18;Целевая 7% на Новых;false;213833797;106575424165;27;26,84;1,88
11.12.2019 18:29;Целевая 6% на Отток;false;213265918;104800237100;860;430,12;12,91
15.12.2019 15:10;Целевая 7% на Новых;false;213943780;105198621122;168;84,75;5,93
31.12.2019 14:31;Целевая 7% на Новых;false;212959370;106906644236;1 075;537,27;37,60
16.12.2019 14:20;Целевая 7% на Новых;false;213151032;105278717195;306;305,96;21,41
20.12.2019 12:44;Целевая 7% на Новых;false;213655647;105676320189;638;320,65;22,45
24.12.2019 17:04;Целевая 7% на Новых;false;214315904;106129789842;90;45,13;1,36
30.12.2019 13:03;Целевая 7% на Новых;false;234124313;106780422047;41;40,96;2,87
27.12.2019 9:58;Целевая 6% на Отток;false;234470823;106416626735;535;518,24;15,55
02.01.2020 13:29;Целевая 7% на Новых;false;220610018;106986358317;924;461,91;13,86
03.12.2019 18:18;Целевая 6% на Отток;false;213161100;103941336094;112;55,80;3,36
18.12.2019 19:37;Целевая 7% на Новых;false;313312394;105493599097;140;139,84;9,79
31.12.2019 10:37;Целевая 6% на Отток;false;220084710;106887419605;1 268;635,08;19,06
25.12.2019 13:48;Целевая 7% на Новых;false;236864823;106209590362;903;452,02;13,56
16.12.2019 16:29;Целевая 7% на Новых;false;219627265;105288468574;225;113,00;7,91
20.12.2019 15:13;Целевая 7% на Новых;false;226763048;105690945081;2 166;1 298,56;90,90
23.12.2019 8:58;Целевая 7% на Новых;false;281003115;105977792063;16;15,52;1,09
18.12.2019 18:51;Целевая 6% на Отток;false;228084645;105489132074;165;165,27;9,92
11.12.2019 17:29;Целевая 7% на Новых;false;213794957;104794123002;575;575,05;40,24
31.12.2019 11:13;Целевая 7% на Новых;false;220336525;106890426538;1 111;555,45;38,89
26.12.2019 13:08;Целевая 6% на Отток;false;220222684;106296699576;139;69,36;2,08
30.12.2019 15:30;Целевая 6% на Отток;false;214445721;106792109535;82;40,96;1,23
04.12.2019 8:25;Целевая 7% на Новых;false;240972764;103992518135;187;187,45;13,12
23.12.2019 16:12;Целевая 7% на Новых;false;296178245;106015097836;1 177;1 176,94;82,39
29.12.2019 15:58;Целевая 7% на Новых;false;212911572;106697339841;193;192,53;13,48
24.12.2019 12:05;Целевая 6% на Отток;false;214017019;106105670323;1 656;829,17;49,75
03.01.2020 14:46;Целевая 7% на Новых;false;213651713;107008437324;1 102;550,90;38,56
28.12.2019 16:44;Целевая 7% на Новых;false;213103882;106583862068;888;444,95;31,15
31.12.2019 14:14;Целевая 6% на Отток;false;212983622;106905858742;112;55,80;3,36
19.12.2019 9:03;Целевая 7% на Новых;false;219565705;105531036378;1 728;1 178,07;82,46
19.12.2019 10:41;Целевая 7% на Новых;false;214147414;105534034648;189;94,78;2,84
14.12.2019 11:48;Целевая 7% на Новых;false;290439270;105102357173;994;731,70;51,22
27.12.2019 14:47;Целевая 6% на Отток;false;213170465;106442661927;182;91,11;5,48
20.12.2019 10:33;Целевая 7% на Новых;false;226067931;105665005209;309;309,35;21,65
20.12.2019 19:09;Целевая 6% на Отток;false;223516919;105713401876;400;400,18;24,01
15.12.2019 16:34;Целевая 7% на Новых;false;251195347;105206093600;180;89,98;6,30
19.12.2019 17:37;Контрольная 6% на Отток;true;228774619;105567692861;945;473,21;14,20
30.12.2019 10:50;Целевая 6% на Отток;false;275898654;106770631250;345;344,69;20,68
21.12.2019 20:28;Целевая 7% на Новых;false;220610018;105837686629;535;268,39;18,79
10.12.2019 17:09;Целевая 7% на Новых;false;214282192;104702852395;309;155,38;4,66
07.12.2019 11:21;Целевая 7% на Новых;false;214097592;104357088723;1 040;520,53;36,44
02.01.2020 15:50;Контрольная 7% на Новых;true;212904469;106987952925;113;113,00;3,39
11.12.2019 18:30;Целевая 6% на Отток;false;213265918;104800355550;627;313,59;9,41
31.12.2019 12:50;Контрольная 7% на Новых;true;212904469;106898644837;339;339,01;10,17
19.12.2019 18:52;Целевая 7% на Новых;false;230401167;105574982545;1 190;993,73;69,57
19.12.2019 12:26;Целевая 7% на Новых;false;301128818;105540007554;217;216,83;15,18
30.12.2019 12:05;Контрольная 7% на Новых;true;223082864;106776167168;1 061;946,13;28,38
27.12.2019 11:48;Целевая 6% на Отток;false;212545529;106425521247;352;176,57;10,59
16.12.2019 13:34;Целевая 7% на Новых;false;214291327;105274529793;819;425,18;29,76
20.12.2019 13:17;Целевая 6% на Отток;false;276041148;105679542268;127;63,28;3,79
08.12.2019 13:41;Целевая 7% на Новых;false;260053074;104454174672;259;258,96;18,12
23.12.2019 9:06;Контрольная 7% на Новых;true;233205470;105978110747;1 479;1 478,95;44,37
23.12.2019 18:46;Целевая 6% на Отток;false;218035845;106030558865;1 492;1 234,57;37,04
10.12.2019 12:02;Целевая 7% на Новых;false;213324129;104694766995;97;49,44;3,46
02.01.2020 18:56;Целевая 6% на Отток;false;242586476;106990315650;213;107,07;3,21
31.12.2019 15:02;Целевая 7% на Новых;false;236854609;106909835911;157;78,40;5,49
31.12.2019 18:13;Целевая 6% на Отток;false;214150518;106926520662;20;19,78;0,59
19.12.2019 16:38;Целевая 6% на Отток;false;226467376;105562267446;41;41,11;1,23
14.12.2019 14:39;Целевая 6% на Отток;false;215090989;105116142974;458;228,83;13,73
16.12.2019 13:38;Целевая 7% на Новых;false;212953074;105274924608;352;176,57;12,36
20.12.2019 17:35;Целевая 7% на Новых;false;214157995;105704256681;126;62,86;4,41
24.12.2019 12:02;Целевая 7% на Новых;false;224768969;106105513094;573;409,08;12,28
07.12.2019 17:30;Целевая 7% на Новых;false;214135282;104386030947;325;324,89;22,74
07.12.2019 13:56;Целевая 7% на Новых;false;213349634;104368592921;2 265;1 764,07;123,49
02.01.2020 14:49;Целевая 7% на Новых;false;213228535;106987223427;1 109;555,13;38,86
17.12.2019 16:00;Целевая 7% на Новых;false;227912074;105393995011;92;91,82;6,43
17.12.2019 13:33;Целевая 7% на Новых;false;236512176;105380388463;199;100,29;7,02
28.12.2019 12:56;Целевая 7% на Новых;false;212928076;106561365163;271;271,49;8,15
28.12.2019 20:11;Целевая 7% на Новых;false;245892209;106603004471;4 294;3 007,47;90,22
11.12.2019 15:32;Целевая 7% на Новых;false;296444396;104783248172;97;97,47;6,82
11.12.2019 16:29;Целевая 7% на Новых;false;220461906;104788497188;394;197,76;13,84
06.12.2019 18:16;Контрольная 7% на Новых;true;243464476;104265092959;183;92,10;2,77
06.12.2019 15:44;Контрольная 7% на Новых;true;219209278;104250032470;177;88,99;2,67
06.12.2019 9:43;Целевая 7% на Новых;false;213739088;104218698331;27;26,84;0,81
06.12.2019 15:24;Целевая 6% на Отток;false;229941854;104248063625;106;53,68;3,22
25.12.2019 10:26;Целевая 7% на Новых;false;212907918;106194434349;28;14,13;0,42
